"county","precinct","office","district","party","candidate","votes"
"Monroe","Greece 1","State Assembly",134,,"Total votes",362
"Monroe","Greece 2","State Assembly",134,,"Total votes",460
"Monroe","Greece 3","State Assembly",134,,"Total votes",344
"Monroe","Greece 4","State Assembly",134,,"Total votes",333
"Monroe","Greece 5","State Assembly",134,,"Total votes",297
"Monroe","Greece 6","State Assembly",134,,"Total votes",325
"Monroe","Greece 7","State Assembly",134,,"Total votes",436
"Monroe","Greece 8","State Assembly",134,,"Total votes",394
"Monroe","Greece 9","State Assembly",134,,"Total votes",404
"Monroe","Greece 10","State Assembly",134,,"Total votes",361
"Monroe","Greece 11","State Assembly",134,,"Total votes",200
"Monroe","Greece 12","State Assembly",134,,"Total votes",266
"Monroe","Greece 13","State Assembly",134,,"Total votes",332
"Monroe","Greece 14","State Assembly",134,,"Total votes",287
"Monroe","Greece 15","State Assembly",134,,"Total votes",354
"Monroe","Greece 16","State Assembly",134,,"Total votes",278
"Monroe","Greece 17","State Assembly",134,,"Total votes",526
"Monroe","Greece 18","State Assembly",134,,"Total votes",457
"Monroe","Greece 19","State Assembly",134,,"Total votes",342
"Monroe","Greece 20","State Assembly",134,,"Total votes",385
"Monroe","Greece 21","State Assembly",134,,"Total votes",358
"Monroe","Greece 22","State Assembly",134,,"Total votes",323
"Monroe","Greece 23","State Assembly",134,,"Total votes",570
"Monroe","Greece 24","State Assembly",134,,"Total votes",553
"Monroe","Greece 25","State Assembly",134,,"Total votes",383
"Monroe","Greece 26","State Assembly",134,,"Total votes",290
"Monroe","Greece 27","State Assembly",134,,"Total votes",669
"Monroe","Greece 28","State Assembly",134,,"Total votes",524
"Monroe","Greece 29","State Assembly",134,,"Total votes",407
"Monroe","Greece 30","State Assembly",134,,"Total votes",294
"Monroe","Greece 31","State Assembly",134,,"Total votes",325
"Monroe","Greece 32","State Assembly",134,,"Total votes",405
"Monroe","Greece 33","State Assembly",134,,"Total votes",520
"Monroe","Greece 34","State Assembly",134,,"Total votes",430
"Monroe","Greece 35","State Assembly",134,,"Total votes",391
"Monroe","Greece 36","State Assembly",134,,"Total votes",573
"Monroe","Greece 37","State Assembly",134,,"Total votes",279
"Monroe","Greece 38","State Assembly",134,,"Total votes",594
"Monroe","Greece 39","State Assembly",134,,"Total votes",286
"Monroe","Greece 40","State Assembly",134,,"Total votes",361
"Monroe","Greece 41","State Assembly",134,,"Total votes",464
"Monroe","Greece 42","State Assembly",134,,"Total votes",375
"Monroe","Greece 43","State Assembly",134,,"Total votes",435
"Monroe","Greece 44","State Assembly",134,,"Total votes",580
"Monroe","Greece 45","State Assembly",134,,"Total votes",689
"Monroe","Greece 46","State Assembly",134,,"Total votes",304
"Monroe","Greece 47","State Assembly",134,,"Total votes",410
"Monroe","Greece 48","State Assembly",134,,"Total votes",302
"Monroe","Greece 49","State Assembly",134,,"Total votes",293
"Monroe","Greece 50","State Assembly",134,,"Total votes",387
"Monroe","Greece 51","State Assembly",134,,"Total votes",264
"Monroe","Greece 52","State Assembly",134,,"Total votes",532
"Monroe","Greece 53","State Assembly",134,,"Total votes",443
"Monroe","Greece 54","State Assembly",134,,"Total votes",487
"Monroe","Greece 55","State Assembly",134,,"Total votes",314
"Monroe","Greece 56","State Assembly",134,,"Total votes",489
"Monroe","Greece 57","State Assembly",134,,"Total votes",420
"Monroe","Greece 58","State Assembly",134,,"Total votes",530
"Monroe","Greece 59","State Assembly",134,,"Total votes",364
"Monroe","Greece 60","State Assembly",134,,"Total votes",367
"Monroe","Greece 61","State Assembly",134,,"Total votes",436
"Monroe","Greece 62","State Assembly",134,,"Total votes",540
"Monroe","Greece 63","State Assembly",134,,"Total votes",476
"Monroe","Greece 64","State Assembly",134,,"Total votes",346
"Monroe","Greece 65","State Assembly",134,,"Total votes",385
"Monroe","Greece 66","State Assembly",134,,"Total votes",234
"Monroe","Greece 67","State Assembly",134,,"Total votes",373
"Monroe","Greece 68","State Assembly",134,,"Total votes",491
"Monroe","Greece 69","State Assembly",134,,"Total votes",276
"Monroe","Greece 70","State Assembly",134,,"Total votes",1122
"Monroe","Greece 71","State Assembly",134,,"Total votes",517
"Monroe","Greece 72","State Assembly",134,,"Total votes",599
"Monroe","Greece 73","State Assembly",134,,"Total votes",266
"Monroe","Greece 74","State Assembly",134,,"Total votes",438
"Monroe","Greece 75","State Assembly",134,,"Total votes",353
"Monroe","Greece 76","State Assembly",134,,"Total votes",326
"Monroe","Greece 77","State Assembly",134,,"Total votes",480
"Monroe","Greece 78","State Assembly",134,,"Total votes",310
"Monroe","Greece 79","State Assembly",134,,"Total votes",788
"Monroe","Greece 80","State Assembly",134,,"Total votes",548
"Monroe","Greece 81","State Assembly",134,,"Total votes",268
"Monroe","Greece 82","State Assembly",134,,"Total votes",514
"Monroe","Greece 83","State Assembly",134,,"Total votes",278
"Monroe","Greece 84","State Assembly",134,,"Total votes",501
"Monroe","Greece 85","State Assembly",134,,"Total votes",526
"Monroe","Greece 86","State Assembly",134,,"Total votes",516
